datetime,portfolio_value,cash,positions,return
2024-09-24 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-09-25 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-09-26 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-09-27 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-09-28 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-09-29 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-09-30 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-01 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-02 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-03 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-04 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-05 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-06 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-07 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-08 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-09 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-10 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-11 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-12 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-13 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-14 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-15 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-16 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-17 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-18 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-19 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-20 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-21 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-22 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-23 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-24 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-25 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-26 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-27 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-28 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-29 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-30 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-10-31 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-11-01 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-11-02 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2024-11-03 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-04 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-05 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-06 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-07 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-08 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-09 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-10 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-11 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-12 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-13 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-14 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-15 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-16 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-17 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-18 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-19 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-20 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-21 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-22 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-23 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-24 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-25 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-26 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-27 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-28 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-29 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-11-30 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-01 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-02 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-03 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-04 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-05 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-06 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-07 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-08 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-09 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-10 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-11 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-12 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-13 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-14 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-15 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-16 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-17 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-18 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-19 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-20 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-21 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-22 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-23 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-24 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-25 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-26 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-27 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-28 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-29 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-30 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2024-12-31 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-01 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-02 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-03 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-04 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-05 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-06 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-07 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-08 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-09 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-10 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-11 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-12 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-13 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-14 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-15 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-16 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-17 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-18 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-19 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-20 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-21 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-22 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-23 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-24 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-25 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-26 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-27 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-28 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-29 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-30 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-01-31 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-01 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-02 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-03 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-04 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-05 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-06 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-07 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-08 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-09 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-10 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-11 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-12 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-13 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-14 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-15 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-16 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-17 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-18 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-19 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-20 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-21 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-22 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-23 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-24 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-25 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-26 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-27 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-02-28 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-03-01 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-03-02 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-03-03 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-03-04 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-03-05 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-03-06 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-03-07 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-03-08 14:05:33.702845-05:00,100000.0,100000.0,[],0.0
2025-03-09 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-10 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-11 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-12 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-13 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-14 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-15 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-16 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-17 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-18 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-19 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-20 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-21 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-22 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-23 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-24 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-25 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-26 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-27 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-28 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-29 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-30 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-03-31 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-01 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-02 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-03 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-04 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-05 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-06 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-07 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-08 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-09 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-10 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-11 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-12 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-13 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-14 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-15 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-16 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-17 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-18 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-19 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-20 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-21 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-22 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-23 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-24 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-25 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-26 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-27 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-28 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-29 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-04-30 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-01 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-02 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-03 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-04 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-05 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-06 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-07 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-08 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-09 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-10 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-11 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-12 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-13 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-14 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-15 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-16 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-17 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-18 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-19 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-20 15:05:33.702845-04:00,100000.0,100000.0,[],0.0
2025-05-21 15:59:00-04:00,100000.0,100000.0,[],0.0
2025-05-21 16:00:00-04:00,100000.0,100000.0,[],0.0
