Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2019-10-01,130.16046142578125,133.18015422430318,130.0939830925457,132.61989894250604,21466600
2019-10-02,127.8624267578125,129.49572449323293,126.84637188741554,129.38177820598335,30521700
2019-10-03,129.41026306152344,129.8565720001442,126.50451685832202,128.14730526602307,24132900
2019-10-04,131.1575164794922,131.2809679576466,129.5432145273021,129.85658132519472,22897700
2019-10-07,130.20791625976562,131.21448042443743,130.1129658513604,130.2269121372903,15303700
2019-10-08,128.83099365234375,130.81563512484465,128.78351121016382,130.16992027794,25550500
2019-10-09,131.27145385742188,131.70825756597702,130.0654693332146,130.53077409977837,19749900
2019-10-10,132.08810424804688,132.6293635439164,131.28094616115868,131.50885320077137,17654600
2019-10-11,132.6388702392578,133.9208239461287,132.46795080613342,133.05669261748565,25446000
2019-10-14,132.5154571533203,133.21814538014053,132.48697057599583,132.64839934403864,13304300
2019-10-15,134.43357849121094,134.64247513985072,132.76228938524528,132.99968708874212,19695700
2019-10-16,133.33204650878906,133.8828109065984,132.49640197561553,133.69288115661854,20751600
2019-10-17,132.64834594726562,134.29113403333608,132.01212182710663,133.84482518209515,21460600
2019-10-18,130.48333740234375,132.94277526728143,129.67617904237594,132.7148681505627,32273500
2019-10-21,131.45184326171875,131.51832157059167,130.10342610783425,131.47083913419746,20078200
2019-10-22,129.4957275390625,132.9522383998219,129.39127194342376,131.96467007800905,27431000
2019-10-23,130.32186889648438,130.52127488440848,128.77403099109242,129.9800155704349,29844600
2019-10-24,132.88575744628906,133.3415570369152,131.67977290461621,132.36347953535926,37029300
2019-10-25,133.63592529296875,134.02526104528107,132.18305235346904,132.31599450186746,25959700
2019-10-28,136.92153930664062,138.32693003935975,136.27580984159027,137.1209453180402,35280100
2019-10-29,135.63006591796875,137.2158809346545,135.4591320264996,136.81705450736888,20589500
2019-10-30,137.3203582763672,137.69069819537728,135.59209566124733,136.28530753985297,18496600
2019-10-31,136.14285278320312,137.62421237862048,135.78201806740168,137.59572580867848,24605100
2019-11-01,136.4752197265625,137.1399305288716,135.7630264763152,136.98799249131272,33128400
2019-11-04,137.26336669921875,137.69067970382642,136.89302682994446,137.52925099051274,16912000
2019-11-05,137.17791748046875,137.7096861036988,136.65563955065056,137.6622036574229,18250200
2019-11-06,136.7980499267578,137.2348680752841,135.98140124963933,137.09242075985762,16575800
2019-11-07,136.9879608154297,137.57671695242934,136.5226706062073,136.58913442626533,17786700
2019-11-08,138.60231018066406,138.6307967517924,136.51319836719344,136.7221095485405,16732700
2019-11-11,138.7447509765625,139.0391218881412,137.43431067122796,138.01356180000238,14362600
2019-11-12,139.6563720703125,140.13116762724218,138.6972757719638,138.90618697618171,18641600
2019-11-13,139.8842315673828,140.02667889452468,138.9061541106917,139.3429722951435,16919200
2019-11-14,140.59642028808594,140.92878288463268,139.5898562957192,139.60885216999213,19729800
2019-11-15,142.41012573242188,142.429121604484,140.79582435765812,141.4225432396595,23485700
2019-11-18,142.76150512695312,142.9609256091185,141.47006080849647,142.50512599366573,21534000
2019-11-19,142.80897521972656,143.7015929862408,142.62855062994933,143.27427997812003,23935700
2019-11-20,142.561279296875,143.72372375913397,141.45601638988614,143.21872906278227,25696800
2019-11-21,142.42788696289062,142.73279710674828,141.49412509042935,142.3516594269262,18576100
2019-11-22,142.5326690673828,143.2091792248847,141.79900644315683,142.99003419030504,15901800
2019-11-25,144.0952911376953,144.20963968331745,142.8470964347389,142.92332395218287,22420900
2019-11-26,144.85755920410156,145.22915928388304,144.18106357781605,144.21917006903664,24620100
2019-11-27,145.13388061523438,145.3053816279861,144.37161996776405,145.14340360297194,15184400
2019-11-29,144.23826599121094,145.11486089359906,144.14297793139883,144.9242993128915,11977300
2019-12-02,142.49456787109375,144.66700139949754,141.32260059525015,144.64794088393936,27418400
2019-12-03,142.26589965820312,142.38023368526365,139.73138877298527,140.53177057915377,24066000
2019-12-04,142.7803955078125,143.09481400218218,142.16105242810966,143.05670751583506,17574700
2019-12-05,142.85662841796875,143.22824304100075,142.42786132689534,142.97097697079138,17869100
2019-12-06,144.59078979492188,144.70512382303176,143.18061680554473,143.86665005203417,16403500
2019-12-09,144.21917724609375,145.02908197923892,143.7904101386873,143.94286518898278,16687400
2019-12-10,144.00001525878906,144.72415485413833,143.64746117908894,144.15245575223852,16476100
2019-12-11,144.54310607910156,144.70508408741688,143.23774448691216,144.39065105754207,18856600
2019-12-12,146.01052856445312,146.20109016114677,143.89526140164259,144.49552970428167,24612100
2019-12-13,147.23960876464844,147.58262532739948,145.61981398345665,145.78179200768457,23845400
2019-12-16,148.19244384765625,148.54498342881783,147.5159481898103,147.79226024606137,24144200
2019-12-17,147.3920440673828,148.36392662154094,147.16336154319544,148.11618358561032,25425600
2019-12-18,147.08717346191406,148.14480679405008,146.90613489910209,147.02048346130223,24129200
2019-12-19,148.36395263671875,148.421119643062,146.49641470899772,146.73462026137008,24958900
2019-12-20,149.98377990722656,151.01282986059556,148.91660891544598,149.92661288852543,53477500
2019-12-23,149.98377990722656,150.66027568041153,149.85038535061852,150.66027568041153,17718200
2019-12-24,149.95516967773438,150.26960276347876,149.70742658895256,150.05044317895428,8989200
2019-12-26,151.18431091308594,151.24147792422315,149.97422253466266,150.12667759030475,14520600
2019-12-27,151.46063232421875,152.0227939663401,150.75553862024216,151.92750592510328,18412800
2019-12-30,150.15524291992188,151.51778618905448,149.33581526867843,151.48920268694584,16348400
2019-12-31,150.26004028320312,150.32674480800208,149.0690126738897,149.37392272055132,18369400
2020-01-02,153.0422821044922,153.1470931177711,150.86032587757265,151.28909291774593,22622100
2020-01-03,151.13662719726562,152.40388225400224,150.60304918156822,150.85079221664952,21116200
2020-01-06,151.52734375,151.59404829608147,149.12622725263657,149.66934299444563,20813700
2020-01-07,150.14572143554688,152.13711630992105,149.89799290182077,151.8036372690105,21634100
2020-01-08,152.53729248046875,153.21380259511494,150.4982536880769,151.43201531179338,27746500
2020-01-09,154.4429473876953,154.56681892653168,153.4329581787887,154.20474183695646,21385000
2020-01-10,153.7283172607422,155.51962749773685,153.57586223229333,155.13850446552647,20725900
2020-01-13,155.57681274414062,155.605396247963,153.652107766259,154.12851888184957,21626500
2020-01-14,154.48106384277344,155.88171360275174,154.09040326179172,155.68161454893516,23477400
2020-01-15,155.48150634765625,156.20566046275715,154.9002988126162,154.94792828742086,21417900
2020-01-16,158.3304901123047,158.3971946563087,156.2914508396522,156.5963609741012,23865400
2020-01-17,159.2166290283203,159.5691686642497,157.6254028243477,159.5215246364148,34371700
2020-01-21,158.6448974609375,160.25516931694727,158.57819292777114,158.81639847951428,29517200
2020-01-22,157.88259887695312,159.58815835968804,157.86353836649482,159.50239333208037,24138800
2020-01-23,158.85452270507812,158.93075022783887,157.47293338495862,158.34952808833728,19680800
2020-01-24,157.2537841796875,159.62631691331043,156.69162251851603,159.60725639663437,24918100
2020-01-27,154.62399291992188,155.67210320610195,152.64212090354462,153.5472991294745,32078100
2020-01-28,157.6539306640625,157.93976562594878,155.3766867212747,156.05318218295162,24899900
